id,headline,date,section,snippet,source,type,url,word_count,locations,subjects
5c9244da40d36ff0709c9082,b'At Least 21 Athletes Suspected of Blood Doping: German Prosecutor',2019-03-20,Sports,"b""At least 21 athletes from eight nations across five sports are suspected of blood-doping linked to a German doctor who was arrested as part of an Austria-Germany doping raid last month, Munich's state prosecutor Kai Graeber said on Wednesday.""",Reuters,News,https://www.nytimes.com/reuters/2019/03/20/sports/skiing/20reuters-doping-austria.html,250,[],[]
5c8b4c8240d36ff0709bbd68,"b'Zion Williamson Will Be Fine, but His Teammates Might Not Be'",2019-02-22,Sports,"b'His knee will recover, and the N.B.A. will be getting rid of its \xe2\x80\x9cone-and-done\xe2\x80\x9d rule, but student-athletes will still come up short.'",The New York Times,News,https://www.nytimes.com/2019/02/22/sports/zion-williamson-duke-ncaa-rules.html,998,[],"['College Athletics', 'Basketball (College)']"
5ca23eba40d36ff0709d0fde,b'Giancarlo Stanton Joins List of Yankee Injuries',2019-04-01,Sports,"b'In a surprising move, the already bruised Yankees placed Stanton on the injured list Monday with a left biceps strain.'",The New York Times,News,https://www.nytimes.com/2019/04/01/sports/yankees-giancarlo-stanton.html,349,[],"['Sports Injuries', 'Baseball']"
5c91eb5540d36ff0709c8e86,b'Doping in Cards? Bridge Ban Fuels Backlash to Olympic Link',2019-03-20,Sports,"b'When the top-ranked bridge player tested positive for a steroid that Lance Armstrong also used to cheat at the Tour de France, it was easy to snigger. Juicing in cards? Ha! But within the card game recognized as a sport by the International Olympi...'",AP,News,https://www.nytimes.com/aponline/2019/03/20/sports/olympics/ap-oly-bridges-troubled-waters.html,908,[],[]
5c9c2bcb40d36ff0709d0317,b'IOC Wants Swift and Tough Punishment for Doping Offenders',2019-03-27,Sports,b'International Olympic Committee (IOC) President Thomas Bach on Wednesday demanded swift and tough sanctions for doping offenders -- both athletes and their support staff -- involved in a German-Austrian doping ring.',Reuters,News,https://www.nytimes.com/reuters/2019/03/27/sports/skiing/27reuters-olympics-ioc-doping.html,341,[],[]
5c9c2b7040d36ff0709d0070,b'Christian Pulisic Scores for U.S. Before Leaving With Injury',2019-03-27,Sports,b'A 1-1 tie against Chile was marred by a quadriceps injury to the star who earlier in the match had become the youngest American to reach 10 international goals.',The New York Times,News,https://www.nytimes.com/2019/03/26/sports/christian-pulisic-injured.html,387,[],"['Soccer', 'Sports Injuries']"
5c9294fd40d36ff0709c9292,b'Motor Racing: Danica Patrick to Make Indy 500 Return as a TV Analyst',2019-03-20,Sports,"b""Danica Patrick will return to the racing world at this year's Indianapolis 500 as a TV analyst, rather than racing around the storied oval at blazing speeds.""",Reuters,News,https://www.nytimes.com/reuters/2019/03/20/sports/autoracing/20reuters-motor-indy-indy500-patrick.html,344,[],[]
5c8ae41c40d36ff070802d63,b'Why Isn\xe2\x80\x99t Anyone Bidding for Bryce Harper and Manny Machado?',2019-01-29,Sports,b'The two best free agents on the market are stars who deserve big money. So what are they doing waiting by the phone as February nears?',The New York Times,News,https://www.nytimes.com/2019/01/29/sports/baseball/harper-machado-baseball.html,1410,[],"['Baseball', 'Free Agents (Sports)']"
5c8ae4c040d36ff070804bcd,"b'The New A.A.F. Is Betting on Football, and on Betting'",2019-02-08,Sports,b'The Alliance of American Football kicks off this weekend with plans to promote itself to content-hungry football fans and action-hungry sports bettors.',The New York Times,News,https://www.nytimes.com/2019/02/08/sports/football/alliance-of-american-football-betting-aaf.html,946,[],"['Football', 'Gambling']"
5c910dc140d36ff0709c8a26,b'Admissions Scandal Stokes Hard Questions on Recruited Athletes',2019-03-19,Sports,"b'The practice of allowing coaches to recommend athletes for admission helps build competitive teams, but a federal fraud case has prompted some administrators to call for more scrutiny of the process.'",The New York Times,News,https://www.nytimes.com/2019/03/19/sports/college-admissions-scandal-athletes.html,1392,[],"['Colleges and Universities', 'ADMISSIONS STANDARDS', 'Bribery and Kickbacks', 'College Admissions Scandal (2019)']"
