id,headline,date,section,snippet,source,type,url,word_count,locations,subjects
5ca4cb2349f0eacbf1f80960,"b""McCarthy on Green Bay Firing: 'It Stunned Me'""",2019-04-03,Sports,b'Former Green Bay Packers coach Mike McCarthy was surprised to be fired before the end of the 2018 season.',Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/03reuters-football-nfl-gb-mccarthy.html,348,[],[]
5ca4c57849f0eacbf1f8092d,b'Augusta National Opens Doors to Women-At Least for One Day',2019-04-03,Sports,"b""When the fight for gender equality in golf is chronicled Augusta National will not be the key battle but it will be remembered as a provocative flashpoint and the site of another small victory this week when the club hosts a women's tournament.""",Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/golf/03reuters-golf-women-augusta-feature.html,698,[],[]
5ca4c12949f0eacbf1f8090b,b'Virginia Tech Coach Buzz Williams Taking Texas A&M Job',2019-04-03,Sports,"b'Texas A&amp;M hired Virginia Tech coach Buzz Williams on Wednesday, luring him back to his home state to try to turn the Aggies into a basketball power.'",AP,News,https://www.nytimes.com/aponline/2019/04/03/sports/ncaabasketball/ap-bkc-texas-am-williams.html,489,[],[]
5ca4b53d49f0eacbf1f808c1,"b""Texas A&M Lands Va. Tech's Buzz Williams""",2019-04-03,Sports,b'Buzz Williams will be introduced as the new head coach at Texas A&amp;M on Wednesday.',Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/03reuters-basketball-ncaa-tam-vpi-williams.html,197,[],[]
5ca4a02f49f0eacbf1f80857,"b""Juve's Kean Says His Goal Celebration Was Best Response to Abuse""",2019-04-03,Sports,"b""Juventus forward Moise Kean has stood by his goal celebration, saying it was the best way to answer racism, after some blamed it for the 19-year-old suffering alleged racist abuse in Tuesday's Serie A match at Cagliari.""",Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/soccer/03reuters-soccer-italy-cag-juv.html,504,[],[]
5ca46fbc49f0eacbf1f80756,"b""NBA Roundup: Westbrook's Historic 20-20-20 Carries Thunder""",2019-04-03,Sports,"b'Russell Westbrook had 20 points, 20 rebounds and 21 assists to lead the Oklahoma City Thunder to a 119-103 home win over the Los Angeles Lakers on Tuesday night.'",Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/basketball/03reuters-basketball-nba-roundup.html,426,[],[]
5ca4543549f0eacbf1f806d6,b'Babcock Names Rolls-Royce Director Ruth Cairnie as First Female Chair',2019-04-03,Sports,"b""Britain's Babcock International Group said Rolls-Royce non-executive director Ruth Cairnie would take over from outgoing chairman Mike Turner, becoming the first woman to hold the role at the engineering and defence services provider.""",Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/03reuters-babcock-intl-chair.html,249,[],[]
5ca4521249f0eacbf1f806cd,b'Rugby: Letting Larkham Go Was Tough Decision but Change Was Needed-Cheika',2019-04-03,Sports,"b""The decision to sack Australia attack coach Stephen Larkham in February was a tough one but it was a choice that had to be made if the Wallabies are to have a shot at winning this year's Rugby World Cup, head coach Michael Cheika has said.""",Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/rugby/03reuters-rugby-union-worldcup-cheika.html,321,[],[]
5ca549a849f0eacbf1f80bd5,"b'Players Futures Not on the Line, Says Zidane'",2019-04-04,Sports,b'Zinedine Zidane said his players were not playing for their futures at Real Madrid and leapt to the defence of struggling veteran Marcelo after his side succumbed to a 2-1 defeat away to a resurgent Valencia side on Wednesday. ',Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/soccer/03reuters-soccer-spain-val-mad.html,421,[],[]
5ca44e9249f0eacbf1f806bd,"b""Australian Rules: Women's MVP Phillips Tells Doubters to 'Stick It'""",2019-04-03,Sports,"b""After dominating the Australian Football League Women's tournament to claim its most valuable player award on Tuesday, Erin Phillips won further acclaim by hitting out at chauvinist doubters in a memorable acceptance speech. """,Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/rugby/03reuters-australian-rules-women.html,326,[],[]
5ca5541e49f0eacbf1f80bef,b'NFL Notebook: McCarthy Opens Up on Packers Firing',2019-04-04,Sports,b'Former Green Bay Packers coach Mike McCarthy was surprised to be fired before the end of the 2018 season.',Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/football/03reuters-football-nfl-notebook.html,667,[],[]
5ca538d249f0eacbf1f80b9e,b'Icardi Marks Return With Goal as Inter Milan Thrash Genoa',2019-04-03,Sports,b'Mauro Icardi scored on his first Inter Milan appearance in almost two months to help his side extend their lead in third place with a 4-0 Serie A win away to 10-man Genoa on Wednesday. ',Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/soccer/03reuters-soccer-italy-gen-int-report.html,435,[],[]
5ca4344749f0eacbf1f8066a,"b'Mets Go Up Big, Then Sweat a Little in Win Over Marlins'",2019-04-03,Sports,b'The Mets barely hung on after going up by 5-0 in the top of the first inning. One of the brighter spots was the way Dominic Smith filled in for Pete Alonso.',The New York Times,News,https://www.nytimes.com/2019/04/03/sports/mets-marlins.html,480,[],['Baseball']
5ca4332549f0eacbf1f80662,b'Roach Lifts Texas Past TCU 58-44 and Into NIT Championship',2019-04-03,Sports,"b""Kerwin Roach II is the Texas guard's name, the numerals not part of the running tally marker for his season suspensions.""",AP,News,https://www.nytimes.com/aponline/2019/04/03/sports/ncaabasketball/ap-bkc-nit-tcu-texas.html,716,[],[]
5ca4326649f0eacbf1f80655,"b'Nationals SS Trea Turner Breaks Finger, Out Indefinitely'",2019-04-03,Sports,b'Nationals shortstop Trea Turner will be out indefinitely after breaking his right index finger while trying to bunt.',AP,News,https://www.nytimes.com/aponline/2019/04/03/sports/baseball/ap-bbn-nationals-turner-injured.html,243,[],[]
5ca5311849f0eacbf1f80b83,b'North Carolina Freshman White Opts for NBA',2019-04-03,Sports,"b'North Carolina freshman guard Coby White is leaving school for the NBA draft, where early indications are he could be a lottery pick.'",Reuters,News,https://www.nytimes.com/reuters/2019/04/03/sports/basketball/03reuters-basketball-ncaa-unc-white-nba.html,146,[],[]
